Topic,Subtopic,Suggested Citation,Title/Description,Link to Video,Length of Video,Year Created,EI/ECSE Standards,DEC Recommended Practices,,
Development,Lead Levels,"EITP Illinois. (2018, March 20). Understanding the Neurocognitive Effects and Developmental Outcomes of Low-Level Lead Toxicity [Webinar].  YouTube. https://www.youtube.com/watch?v=QGzgb6fz-i0",Understanding the Neurocognitive Effects and Developmental Outcomes of Low-Level Lead Toxicity: Webinar reviews how lead exposure occurs and methods of prevention; the developmental implications and long term impact of lead exposure for children; and the role of Early Intervention and strategies to be implemented in improving outcomes for children who have been exposed to lead. ,https://www.youtube.com/watch?v=QGzgb6fz-i0,8:19,2018,1.3,A8,,
Development,"Interactions, Intervention and Instruction. ","Embler, D. (Director). (2008). Tune In: Responsiveness Interaction Style [Video]. The Orelena Hawks Puckett Institute. http://www.earlyliteracylearning.org/ta_pract_videos1.php","Tune In: Responsiveness Interaction Style: Research tells us that an adult caregiver’s responsive interaction style benefits the early development of babies and young children, including children with disabilities or developmental delays. Three characteristics of a “tuned-in” adult-child interaction style are illustrated. ",http://www.earlyliteracylearning.org/ta_pract_videos1.php,6:42,2008,6.2,,,
Development,Early Learning and Development,"Anna Contigo. (2016, January 15). Vygotsky vs Piaget [Video]. YouTube. https://www.youtube.com/watch?v=uMchQteVj98",Vygotsky vs Piaget: “Vygotsky and Piaget” discuss some of the major differences in their theories of development. ,https://www.youtube.com/watch?v=uMchQteVj98,1:58,2016,1.1,,,
Development,Disability Specific,"Faquier ENT. (2012, February 15). Newborn Hearing Testing Screening (OAE and ABR) [Video]. YouTube. https://www.youtube.com/watch?v=QvrBogzziXA","Newborn Hearing Testing Screening (OAE and ABR): Shows how hearing screening is performed in newborn babies.  The two main types of hearing testing, auditory brainstem response and otoacoustic emissions, is shown. ",https://www.youtube.com/watch?v=QvrBogzziXA&feature=related,3:50,2012,1.4,A8,,
Development,Serve and Return,Filming Interactions to Nurture Development (FIND) Program. (2019). How-to: 5 Steps for Brain-Building Serve and Return[Video]. Center on the Developing Child Harvard University. https://developingchild.harvard.edu/resources/how-to-5-steps-for-brain-building-serve-and-return/,How-to: 5 Steps for Brain-Building Serve and Return: This video breaks down serve and return into 5 simple steps and features adults and young children doing each step together.,https://developingchild.harvard.edu/resources/how-to-5-steps-for-brain-building-serve-and-return/,6:05,2019,1.2,,,
Development,Disability Specific,"FRAXA Research Syndrome. (2018, September 12). Fragile X Syndrome (FXS) 10 Things You Did not Know [Video]. YouTube. https://www.youtube.com/watch?v=vrOnHeLd-7I","Fragile X Syndrome (FXS) 10 Things You Did not Know: Malcom Lawson, a father with a child with Fragile X Syndrome, shares information about his son's genetic disorder.",https://www.youtube.com/watch?v=vrOnHeLd-7I,4:18,2018,1.4,,,
Development,Early Learning and Development,"George Kalarritis, Clinical Psychologist. (2016, December 29). The Secret Life of the Brain (2 to 5) The Childs Brain [Video]. YouTube. https://www.youtube.com/watch?v=DK4NhmY5bK0",The Secret Life of the Brain (2 of 5) The Child's Brain (2002): Experts describe the fascinating development of a child's brain until adolescence. ,https://www.youtube.com/watch?v=DK4NhmY5bK0,5:57,2016,1.2,,,
Development,Disability Specific,Gillette Children's Specialty Healthcare. (n.d.). How Often Does Cerebral Palsy Occur? [Video]. Gillette Children's Specialty Healthcare. https://www.gillettechildrens.org/conditions-care/cerebral-palsy/what-is-cerebral-palsy,"How Often Does Cerebral Palsy Occur?: Describes the definition of cerebral palsy, the causes, and the types. ",https://www.gillettechildrens.org/conditions-care/cerebral-palsy/what-is-cerebral-palsy,5:19,2016,1.4,,,
Development,Vision,Hilton/Early Head Start Training Program. (2007). Including Infants and Toddlers with Disabilities: Session 3: Adults with Disabilities [Video]. Head Start Early Childhood Learning and Knowledge Center. https://eclkc.ohs.acf.hhs.gov/children-disabilities/specialquest-multimedia-training-library/session-3-adults-disabilities-creating-long-term-vision,"Including Infants and Toddlers with Disabilities: Session 3: Adults with Disabilities: Creating a Long-Term Vision: Focusing on the perspectives of  adults with disabilities, these three videos examine the importance of their experiences and successes in developing a long-term vision for infants and toddlers with disabilities and their families. ",https://eclkc.ohs.acf.hhs.gov/children-disabilities/specialquest-multimedia-training-library/session-3-adults-disabilities-creating-long-term-vision,varies,2007,1.3,F5,,
Development,Development and Learning,Hilton/Early Head Start Training Program. (2007). Including Infants and Toddlers with Disabilities: Session 5: Developing Family-Service Provider Collaboration [Video]. Head Start Early Childhood Learning and Knowledge Center. https://eclkc.ohs.acf.hhs.gov/children-disabilities/specialquest-multimedia-training-library/session-3-adults-disabilities-creating-long-term-vision,Including Infants and Toddlers with Disabilities: Session 5: Developing Family-Service Provider Collaboration: Specific examples of what family-service provider collaboration can look like and what families view as important in building those collaborative relationships so that they can be informed decision-makers for their child and themselves.,https://eclkc.ohs.acf.hhs.gov/children-disabilities/specialquest-multimedia-training-library/session-4-enhancing-staffs-comfort-confidence,15:09,2007,1.3,INS13,,
Development,Infantile Spasms,ISWeek (2018). Infantile Spasms Are An Emergency: As easily remembered acronym-- is STOP [Video]. Infantile Spasms Action Network. https://infantilespasms.org/,"Infantile Spasms Are An Emergency: An easily remembered acronym—is STOP: See the signs: Clusters of sudden, repeated, uncontrolled movements like head bobs or body crunching. Take a video: Record the symptoms and talk to your doctor immediately. Obtain diagnosis: Confirm an irregular brain wave pattern with an EEG test. Prioritize treatment: End spasms to minimize developmental delays.",https://infantilespasms.org/,2:02,2018,1.4,,,
Development,Early Learning and Development,"Sprouts. (2021, December 1). Bronfenbrenner's Ecological Systems: 5 Forces Impacting Our Lives [Video]. Youtube. https://www.youtube.com/watch?v=g6pUQ4EDHeQ","Urie Bronfenbrenner's Ecological Systems: 5 Forces Impacting Our Lives: Bronfenbrenner's Ecological Theory is reviewed in the context of child development. Urie Bronfenbrenner, a young psychologist, helped us understand that a child’s environment also matters. When he was invented to explain his Ecological System Theory to the US congress, he made history.",https://www.youtube.com/watch?v=g6pUQ4EDHeQ,5:48,2021,1.1,,,
Development,Early Learning and Development,"JM Hertez. (2010, October 4). Piaget on Piaget, Part 1 [Video]. YouTube. https://www.youtube.com/watch?v=I1JWr4G8YLM","Piaget on Piaget, Part 1: Part 1 of a documentary about Jean Piaget's Genetic Epistemology. Jean Piaget explains his theory. Filmed in Switzerland, 1977.",https://www.youtube.com/watch?v=I1JWr4G8YLM,12:25,1977,1.1,,,
Development,Early Learning and Development,"JM Hertez. (2010, October 4). Piaget on Piaget, Part 2 [Video]. YouTube. https://www.youtube.com/watch?v=Qb4TPj1pxzQ","Piaget on Piaget, Part 2 Part 2 of a documentary about Jean Piaget's Genetic Epistemology. It shows some of the classic experiments (in abbreviated form) about seriation with children. Filmed in Switzerland, 1977.",https://www.youtube.com/watch?v=Qb4TPj1pxzQ,13:04,1977,1.1,,,
Development,Early Learning and Development,"JM Hertez. (2010, October 4). Piaget on Piaget, Part 3 [Video]. YouTube. https://www.youtube.com/watch?v=x9nSC_Xgabc","Piaget on Piaget, Part 3: Part 3 of a documentary about Jean Piaget's Genetic Epistemology. It shows some of the classic experiments (in abbreviated form) about conservation of volume and drawing with children. Filmed in Switzerland, 1977.",https://www.youtube.com/watch?v=x9nSC_Xgabc ,11:29,1977,1.1,,,
Development,Early Learning and Development,"Patricia Kuhl (2010, October). The Linguistic Genius of Babies [Video]. Ted. https://www.ted.com/talks/patricia_kuhl_the_linguistic_genius_of_babies?language=en#t-3461","The Linguistic Genius of Babies: Patricia Kuhl shares astonishing findings about how babies learn one language over another -- by listening to the humans around them and ""taking statistics"" on the sounds they need to know. Clever lab experiments (and brain scans) show how 6-month-old babies use sophisticated reasoning to understand their world.",https://www.ted.com/talks/patricia_kuhl_the_linguistic_genius_of_babies?language=en,10:00,2010,1.2,,,
Development,Disability Specific,"
Kennedy Krieger Institute. (2013). Bringing the Early Signs of Autism Spectrum Disorders into Focus [Video]. Kennedy Krieger Institute. https://www.kennedykrieger.org/patient-care/centers-and-programs/center-for-autism-and-related-disorders/outreach-and-training/early-signs-of-autism-video-tutorial","Early Signs of Autism Video Tutorial | Kennedy Krieger Institute:  Tutorial of early signs of Autism Spectrum Disorder.  Three pairs of videos of one-year-olds are shared. Each video pair includes a child meeting milestones and a child that is showing early signs for ASD. Three developmental features indicative of ASD are focused on - seeing social opportunity through play, effective communication and sharing enjoyment and making social connections.",https://www.kennedykrieger.org/patient-care/centers-and-programs/center-for-autism-and-related-disorders/outreach-and-training/early-signs-of-autism-video-tutorial,9:02,2013,1.4,A8,,
Development,Disabilty Specific,"Center for Disease Control. (2016, October 6). The Father’s Perspective: A Panel Discussion CDC’s 2016 Autism Awareness Month Event [Video]. Youtube. https://www.youtube.com/watch?v=-INDFbchV_8","The Father’s Perspective: A Panel Discussion CDC’s 2016 Autism Awareness Month Event: Three fathers of children who have autism, participate in a panel discussion. Listen, relate, and learn from parents who share their real-life struggles, delightfully special moments, resilience, and hope.",https://www.youtube.com/watch?v=-INDFbchV_8,25:21,2016,1.2,A8,,
Development,Resiliency,"Maano-French, V. (2018, April 5). Promoting Resilience in Children, Families, Staff, and You [Webinar]. National Center on Quality Teaching and Learning. https://eclkc.ohs.acf.hhs.gov/video/promoting-resilience-children-families-staff-you","Promoting Resilience in Children, Families, Staff, and You: Webinar reviews how the child's exposure to adversity can change brain architecture and lead to developmental delays. Resources including NCQTL, Head Start Center for Inclusion, and the Center for Social and Emotional Foundations for Early Learning are reviewed. The impact of stress on teachers and the strategies they can use to support their own resilience are discussed. ",https://eclkc.ohs.acf.hhs.gov/video/promoting-resilience-children-families-staff-you,0:14,2018,1.3,,,
